username,email,mobile,password,fullName,role
ved_s2_admin,ved_s2_admin@bikrikendra.com,9000000056,Admin@123,VED Shop2 Admin,ADMIN
ved_s2_supervisor,ved_s2_supervisor@bikrikendra.com,9000000057,Admin@123,VED Shop2 Shop Supervisor,SHOP_SUPERVISOR
ved_s2_bo,ved_s2_bo@bikrikendra.com,9000000058,Admin@123,VED Shop2 Billing Operator,BILLING_OPERATOR
ved_s2_cashier1,ved_s2_cashier1@bikrikendra.com,9000000059,Admin@123,VED Shop2 Cashier,CASHIER
ved_s2_cashier2,ved_s2_cashier2@bikrikendra.com,9000000060,Admin@123,VED Shop2 Cashier,CASHIER
dar_s1_admin,dar_s1_admin@bikrikendra.com,9000000061,Admin@123,DAR Shop1 Admin,ADMIN
dar_s1_supervisor,dar_s1_supervisor@bikrikendra.com,9000000062,Admin@123,DAR Shop1 Shop Supervisor,SHOP_SUPERVISOR
dar_s1_bo,dar_s1_bo@bikrikendra.com,9000000063,Admin@123,DAR Shop1 Billing Operator,BILLING_OPERATOR
dar_s1_cashier1,dar_s1_cashier1@bikrikendra.com,9000000064,Admin@123,DAR Shop1 Cashier,CASHIER
dar_s1_cashier2,dar_s1_cashier2@bikrikendra.com,9000000065,Admin@123,DAR Shop1 Cashier,CASHIER
dar_s2_admin,dar_s2_admin@bikrikendra.com,9000000066,Admin@123,DAR Shop2 Admin,ADMIN
dar_s2_supervisor,dar_s2_supervisor@bikrikendra.com,9000000067,Admin@123,DAR Shop2 Shop Supervisor,SHOP_SUPERVISOR
dar_s2_bo,dar_s2_bo@bikrikendra.com,9000000068,Admin@123,DAR Shop2 Billing Operator,BILLING_OPERATOR
dar_s2_cashier1,dar_s2_cashier1@bikrikendra.com,9000000069,Admin@123,DAR Shop2 Cashier,CASHIER
dar_s2_cashier2,dar_s2_cashier2@bikrikendra.com,9000000070,Admin@123,DAR Shop2 Cashier,CASHIER
ras_s1_admin,ras_s1_admin@bikrikendra.com,9000000071,Admin@123,RAS Shop1 Admin,ADMIN
ras_s1_supervisor,ras_s1_supervisor@bikrikendra.com,9000000072,Admin@123,RAS Shop1 Shop Supervisor,SHOP_SUPERVISOR
ras_s1_bo,ras_s1_bo@bikrikendra.com,9000000073,Admin@123,RAS Shop1 Billing Operator,BILLING_OPERATOR
ras_s1_cashier1,ras_s1_cashier1@bikrikendra.com,9000000074,Admin@123,RAS Shop1 Cashier,CASHIER
ras_s1_cashier2,ras_s1_cashier2@bikrikendra.com,9000000075,Admin@123,RAS Shop1 Cashier,CASHIER
ras_s2_admin,ras_s2_admin@bikrikendra.com,9000000076,Admin@123,RAS Shop2 Admin,ADMIN
ras_s2_supervisor,ras_s2_supervisor@bikrikendra.com,9000000077,Admin@123,RAS Shop2 Shop Supervisor,SHOP_SUPERVISOR
ras_s2_bo,ras_s2_bo@bikrikendra.com,9000000078,Admin@123,RAS Shop2 Billing Operator,BILLING_OPERATOR
ras_s2_cashier1,ras_s2_cashier1@bikrikendra.com,9000000079,Admin@123,RAS Shop2 Cashier,CASHIER
ras_s2_cashier2,ras_s2_cashier2@bikrikendra.com,9000000080,Admin@123,RAS Shop2 Cashier,CASHIER
ark_s1_admin,ark_s1_admin@bikrikendra.com,9000000081,Admin@123,ARK Shop1 Admin,ADMIN
ark_s1_supervisor,ark_s1_supervisor@bikrikendra.com,9000000082,Admin@123,ARK Shop1 Shop Supervisor,SHOP_SUPERVISOR
ark_s1_bo,ark_s1_bo@bikrikendra.com,9000000083,Admin@123,ARK Shop1 Billing Operator,BILLING_OPERATOR
ark_s1_cashier1,ark_s1_cashier1@bikrikendra.com,9000000084,Admin@123,ARK Shop1 Cashier,CASHIER
ark_s1_cashier2,ark_s1_cashier2@bikrikendra.com,9000000085,Admin@123,ARK Shop1 Cashier,CASHIER
ark_s2_admin,ark_s2_admin@bikrikendra.com,9000000086,Admin@123,ARK Shop2 Admin,ADMIN
ark_s2_supervisor,ark_s2_supervisor@bikrikendra.com,9000000087,Admin@123,ARK Shop2 Shop Supervisor,SHOP_SUPERVISOR
ark_s2_bo,ark_s2_bo@bikrikendra.com,9000000088,Admin@123,ARK Shop2 Billing Operator,BILLING_OPERATOR
ark_s2_cashier1,ark_s2_cashier1@bikrikendra.com,9000000089,Admin@123,ARK Shop2 Cashier,CASHIER
ark_s2_cashier2,ark_s2_cashier2@bikrikendra.com,9000000090,Admin@123,ARK Shop2 Cashier,CASHIER
gut_s1_admin,gut_s1_admin@bikrikendra.com,9000000091,Admin@123,GUT Shop1 Admin,ADMIN
gut_s1_supervisor,gut_s1_supervisor@bikrikendra.com,9000000092,Admin@123,GUT Shop1 Shop Supervisor,SHOP_SUPERVISOR
gut_s1_bo,gut_s1_bo@bikrikendra.com,9000000093,Admin@123,GUT Shop1 Billing Operator,BILLING_OPERATOR
gut_s1_cashier1,gut_s1_cashier1@bikrikendra.com,9000000094,Admin@123,GUT Shop1 Cashier,CASHIER
gut_s1_cashier2,gut_s1_cashier2@bikrikendra.com,9000000095,Admin@123,GUT Shop1 Cashier,CASHIER
gut_s2_admin,gut_s2_admin@bikrikendra.com,9000000096,Admin@123,GUT Shop2 Admin,ADMIN
gut_s2_supervisor,gut_s2_supervisor@bikrikendra.com,9000000097,Admin@123,GUT Shop2 Shop Supervisor,SHOP_SUPERVISOR
gut_s2_bo,gut_s2_bo@bikrikendra.com,9000000098,Admin@123,GUT Shop2 Billing Operator,BILLING_OPERATOR
gut_s2_cashier1,gut_s2_cashier1@bikrikendra.com,9000000099,Admin@123,GUT Shop2 Cashier,CASHIER
gut_s2_cashier2,gut_s2_cashier2@bikrikendra.com,9000000100,Admin@123,GUT Shop2 Cashier,CASHIER
chu_s1_admin,chu_s1_admin@bikrikendra.com,9000000101,Admin@123,CHU Shop1 Admin,ADMIN
chu_s1_supervisor,chu_s1_supervisor@bikrikendra.com,9000000102,Admin@123,CHU Shop1 Shop Supervisor,SHOP_SUPERVISOR
chu_s1_bo,chu_s1_bo@bikrikendra.com,9000000103,Admin@123,CHU Shop1 Billing Operator,BILLING_OPERATOR
chu_s1_cashier1,chu_s1_cashier1@bikrikendra.com,9000000104,Admin@123,CHU Shop1 Cashier,CASHIER
chu_s1_cashier2,chu_s1_cashier2@bikrikendra.com,9000000105,Admin@123,CHU Shop1 Cashier,CASHIER
chu_s2_admin,chu_s2_admin@bikrikendra.com,9000000106,Admin@123,CHU Shop2 Admin,ADMIN
chu_s2_supervisor,chu_s2_supervisor@bikrikendra.com,9000000107,Admin@123,CHU Shop2 Shop Supervisor,SHOP_SUPERVISOR
chu_s2_bo,chu_s2_bo@bikrikendra.com,9000000108,Admin@123,CHU Shop2 Billing Operator,BILLING_OPERATOR
chu_s2_cashier1,chu_s2_cashier1@bikrikendra.com,9000000109,Admin@123,CHU Shop2 Cashier,CASHIER
chu_s2_cashier2,chu_s2_cashier2@bikrikendra.com,9000000110,Admin@123,CHU Shop2 Cashier,CASHIER
tai_s1_admin,tai_s1_admin@bikrikendra.com,9000000111,Admin@123,TAI Shop1 Admin,ADMIN
tai_s1_supervisor,tai_s1_supervisor@bikrikendra.com,9000000112,Admin@123,TAI Shop1 Shop Supervisor,SHOP_SUPERVISOR
tai_s1_bo,tai_s1_bo@bikrikendra.com,9000000113,Admin@123,TAI Shop1 Billing Operator,BILLING_OPERATOR
tai_s1_cashier1,tai_s1_cashier1@bikrikendra.com,9000000114,Admin@123,TAI Shop1 Cashier,CASHIER
tai_s1_cashier2,tai_s1_cashier2@bikrikendra.com,9000000115,Admin@123,TAI Shop1 Cashier,CASHIER
tai_s2_admin,tai_s2_admin@bikrikendra.com,9000000116,Admin@123,TAI Shop2 Admin,ADMIN
tai_s2_supervisor,tai_s2_supervisor@bikrikendra.com,9000000117,Admin@123,TAI Shop2 Shop Supervisor,SHOP_SUPERVISOR
tai_s2_bo,tai_s2_bo@bikrikendra.com,9000000118,Admin@123,TAI Shop2 Billing Operator,BILLING_OPERATOR
tai_s2_cashier1,tai_s2_cashier1@bikrikendra.com,9000000119,Admin@123,TAI Shop2 Cashier,CASHIER
tai_s2_cashier2,tai_s2_cashier2@bikrikendra.com,9000000120,Admin@123,TAI Shop2 Cashier,CASHIER
lep_s1_admin,lep_s1_admin@bikrikendra.com,9000000121,Admin@123,LEP Shop1 Admin,ADMIN
lep_s1_supervisor,lep_s1_supervisor@bikrikendra.com,9000000122,Admin@123,LEP Shop1 Shop Supervisor,SHOP_SUPERVISOR
lep_s1_bo,lep_s1_bo@bikrikendra.com,9000000123,Admin@123,LEP Shop1 Billing Operator,BILLING_OPERATOR
lep_s1_cashier1,lep_s1_cashier1@bikrikendra.com,9000000124,Admin@123,LEP Shop1 Cashier,CASHIER
lep_s1_cashier2,lep_s1_cashier2@bikrikendra.com,9000000125,Admin@123,LEP Shop1 Cashier,CASHIER
lep_s2_admin,lep_s2_admin@bikrikendra.com,9000000126,Admin@123,LEP Shop2 Admin,ADMIN
lep_s2_supervisor,lep_s2_supervisor@bikrikendra.com,9000000127,Admin@123,LEP Shop2 Shop Supervisor,SHOP_SUPERVISOR
lep_s2_bo,lep_s2_bo@bikrikendra.com,9000000128,Admin@123,LEP Shop2 Billing Operator,BILLING_OPERATOR
lep_s2_cashier1,lep_s2_cashier1@bikrikendra.com,9000000129,Admin@123,LEP Shop2 Cashier,CASHIER
lep_s2_cashier2,lep_s2_cashier2@bikrikendra.com,9000000130,Admin@123,LEP Shop2 Cashier,CASHIER
tea_s1_admin,tea_s1_admin@bikrikendra.com,9000000131,Admin@123,TEA Shop1 Admin,ADMIN
tea_s1_supervisor,tea_s1_supervisor@bikrikendra.com,9000000132,Admin@123,TEA Shop1 Shop Supervisor,SHOP_SUPERVISOR
tea_s1_bo,tea_s1_bo@bikrikendra.com,9000000133,Admin@123,TEA Shop1 Billing Operator,BILLING_OPERATOR
tea_s1_cashier1,tea_s1_cashier1@bikrikendra.com,9000000134,Admin@123,TEA Shop1 Cashier,CASHIER
tea_s1_cashier2,tea_s1_cashier2@bikrikendra.com,9000000135,Admin@123,TEA Shop1 Cashier,CASHIER
tea_s2_admin,tea_s2_admin@bikrikendra.com,9000000136,Admin@123,TEA Shop2 Admin,ADMIN
tea_s2_supervisor,tea_s2_supervisor@bikrikendra.com,9000000137,Admin@123,TEA Shop2 Shop Supervisor,SHOP_SUPERVISOR
tea_s2_bo,tea_s2_bo@bikrikendra.com,9000000138,Admin@123,TEA Shop2 Billing Operator,BILLING_OPERATOR
tea_s2_cashier1,tea_s2_cashier1@bikrikendra.com,9000000139,Admin@123,TEA Shop2 Cashier,CASHIER
tea_s2_cashier2,tea_s2_cashier2@bikrikendra.com,9000000140,Admin@123,TEA Shop2 Cashier,CASHIER
her_s1_admin,her_s1_admin@bikrikendra.com,9000000141,Admin@123,HER Shop1 Admin,ADMIN
her_s1_supervisor,her_s1_supervisor@bikrikendra.com,9000000142,Admin@123,HER Shop1 Shop Supervisor,SHOP_SUPERVISOR
her_s1_bo,her_s1_bo@bikrikendra.com,9000000143,Admin@123,HER Shop1 Billing Operator,BILLING_OPERATOR
her_s1_cashier1,her_s1_cashier1@bikrikendra.com,9000000144,Admin@123,HER Shop1 Cashier,CASHIER
her_s1_cashier2,her_s1_cashier2@bikrikendra.com,9000000145,Admin@123,HER Shop1 Cashier,CASHIER
her_s2_admin,her_s2_admin@bikrikendra.com,9000000146,Admin@123,HER Shop2 Admin,ADMIN
her_s2_supervisor,her_s2_supervisor@bikrikendra.com,9000000147,Admin@123,HER Shop2 Shop Supervisor,SHOP_SUPERVISOR
her_s2_bo,her_s2_bo@bikrikendra.com,9000000148,Admin@123,HER Shop2 Billing Operator,BILLING_OPERATOR
her_s2_cashier1,her_s2_cashier1@bikrikendra.com,9000000149,Admin@123,HER Shop2 Cashier,CASHIER
her_s2_cashier2,her_s2_cashier2@bikrikendra.com,9000000150,Admin@123,HER Shop2 Cashier,CASHIER
bho_s1_admin,bho_s1_admin@bikrikendra.com,9000000151,Admin@123,BHO Shop1 Admin,ADMIN
bho_s1_supervisor,bho_s1_supervisor@bikrikendra.com,9000000152,Admin@123,BHO Shop1 Shop Supervisor,SHOP_SUPERVISOR
bho_s1_bo,bho_s1_bo@bikrikendra.com,9000000153,Admin@123,BHO Shop1 Billing Operator,BILLING_OPERATOR
bho_s1_cashier1,bho_s1_cashier1@bikrikendra.com,9000000154,Admin@123,BHO Shop1 Cashier,CASHIER
bho_s1_cashier2,bho_s1_cashier2@bikrikendra.com,9000000155,Admin@123,BHO Shop1 Cashier,CASHIER
bho_s2_admin,bho_s2_admin@bikrikendra.com,9000000156,Admin@123,BHO Shop2 Admin,ADMIN
bho_s2_supervisor,bho_s2_supervisor@bikrikendra.com,9000000157,Admin@123,BHO Shop2 Shop Supervisor,SHOP_SUPERVISOR
bho_s2_bo,bho_s2_bo@bikrikendra.com,9000000158,Admin@123,BHO Shop2 Billing Operator,BILLING_OPERATOR
bho_s2_cashier1,bho_s2_cashier1@bikrikendra.com,9000000159,Admin@123,BHO Shop2 Cashier,CASHIER
bho_s2_cashier2,bho_s2_cashier2@bikrikendra.com,9000000160,Admin@123,BHO Shop2 Cashier,CASHIER
kra_s1_admin,kra_s1_admin@bikrikendra.com,9000000161,Admin@123,KRA Shop1 Admin,ADMIN
kra_s1_supervisor,kra_s1_supervisor@bikrikendra.com,9000000162,Admin@123,KRA Shop1 Shop Supervisor,SHOP_SUPERVISOR
kra_s1_bo,kra_s1_bo@bikrikendra.com,9000000163,Admin@123,KRA Shop1 Billing Operator,BILLING_OPERATOR
kra_s1_cashier1,kra_s1_cashier1@bikrikendra.com,9000000164,Admin@123,KRA Shop1 Cashier,CASHIER
kra_s1_cashier2,kra_s1_cashier2@bikrikendra.com,9000000165,Admin@123,KRA Shop1 Cashier,CASHIER
kra_s2_admin,kra_s2_admin@bikrikendra.com,9000000166,Admin@123,KRA Shop2 Admin,ADMIN
kra_s2_supervisor,kra_s2_supervisor@bikrikendra.com,9000000167,Admin@123,KRA Shop2 Shop Supervisor,SHOP_SUPERVISOR
kra_s2_bo,kra_s2_bo@bikrikendra.com,9000000168,Admin@123,KRA Shop2 Billing Operator,BILLING_OPERATOR
kra_s2_cashier1,kra_s2_cashier1@bikrikendra.com,9000000169,Admin@123,KRA Shop2 Cashier,CASHIER
kra_s2_cashier2,kra_s2_cashier2@bikrikendra.com,9000000170,Admin@123,KRA Shop2 Cashier,CASHIER
gan_s1_admin,gan_s1_admin@bikrikendra.com,9000000171,Admin@123,GAN Shop1 Admin,ADMIN
gan_s1_supervisor,gan_s1_supervisor@bikrikendra.com,9000000172,Admin@123,GAN Shop1 Shop Supervisor,SHOP_SUPERVISOR
gan_s1_bo,gan_s1_bo@bikrikendra.com,9000000173,Admin@123,GAN Shop1 Billing Operator,BILLING_OPERATOR
gan_s1_cashier1,gan_s1_cashier1@bikrikendra.com,9000000174,Admin@123,GAN Shop1 Cashier,CASHIER
gan_s1_cashier2,gan_s1_cashier2@bikrikendra.com,9000000175,Admin@123,GAN Shop1 Cashier,CASHIER
gan_s2_admin,gan_s2_admin@bikrikendra.com,9000000176,Admin@123,GAN Shop2 Admin,ADMIN
gan_s2_supervisor,gan_s2_supervisor@bikrikendra.com,9000000177,Admin@123,GAN Shop2 Shop Supervisor,SHOP_SUPERVISOR
gan_s2_bo,gan_s2_bo@bikrikendra.com,9000000178,Admin@123,GAN Shop2 Billing Operator,BILLING_OPERATOR
gan_s2_cashier1,gan_s2_cashier1@bikrikendra.com,9000000179,Admin@123,GAN Shop2 Cashier,CASHIER
gan_s2_cashier2,gan_s2_cashier2@bikrikendra.com,9000000180,Admin@123,GAN Shop2 Cashier,CASHIER
aro_s1_admin,aro_s1_admin@bikrikendra.com,9000000181,Admin@123,ARO Shop1 Admin,ADMIN
aro_s1_supervisor,aro_s1_supervisor@bikrikendra.com,9000000182,Admin@123,ARO Shop1 Shop Supervisor,SHOP_SUPERVISOR
aro_s1_bo,aro_s1_bo@bikrikendra.com,9000000183,Admin@123,ARO Shop1 Billing Operator,BILLING_OPERATOR
aro_s1_cashier1,aro_s1_cashier1@bikrikendra.com,9000000184,Admin@123,ARO Shop1 Cashier,CASHIER
aro_s1_cashier2,aro_s1_cashier2@bikrikendra.com,9000000185,Admin@123,ARO Shop1 Cashier,CASHIER
aro_s2_admin,aro_s2_admin@bikrikendra.com,9000000186,Admin@123,ARO Shop2 Admin,ADMIN
aro_s2_supervisor,aro_s2_supervisor@bikrikendra.com,9000000187,Admin@123,ARO Shop2 Shop Supervisor,SHOP_SUPERVISOR
aro_s2_bo,aro_s2_bo@bikrikendra.com,9000000188,Admin@123,ARO Shop2 Billing Operator,BILLING_OPERATOR
aro_s2_cashier1,aro_s2_cashier1@bikrikendra.com,9000000189,Admin@123,ARO Shop2 Cashier,CASHIER
aro_s2_cashier2,aro_s2_cashier2@bikrikendra.com,9000000190,Admin@123,ARO Shop2 Cashier,CASHIER
san_s1_admin,san_s1_admin@bikrikendra.com,9000000191,Admin@123,SAN Shop1 Admin,ADMIN
san_s1_supervisor,san_s1_supervisor@bikrikendra.com,9000000192,Admin@123,SAN Shop1 Shop Supervisor,SHOP_SUPERVISOR
san_s1_bo,san_s1_bo@bikrikendra.com,9000000193,Admin@123,SAN Shop1 Billing Operator,BILLING_OPERATOR
san_s1_cashier1,san_s1_cashier1@bikrikendra.com,9000000194,Admin@123,SAN Shop1 Cashier,CASHIER
san_s1_cashier2,san_s1_cashier2@bikrikendra.com,9000000195,Admin@123,SAN Shop1 Cashier,CASHIER
san_s2_admin,san_s2_admin@bikrikendra.com,9000000196,Admin@123,SAN Shop2 Admin,ADMIN
san_s2_supervisor,san_s2_supervisor@bikrikendra.com,9000000197,Admin@123,SAN Shop2 Shop Supervisor,SHOP_SUPERVISOR
san_s2_bo,san_s2_bo@bikrikendra.com,9000000198,Admin@123,SAN Shop2 Billing Operator,BILLING_OPERATOR
san_s2_cashier1,san_s2_cashier1@bikrikendra.com,9000000199,Admin@123,SAN Shop2 Cashier,CASHIER
san_s2_cashier2,san_s2_cashier2@bikrikendra.com,9000000200,Admin@123,SAN Shop2 Cashier,CASHIER
dhy_s1_admin,dhy_s1_admin@bikrikendra.com,9000000201,Admin@123,DHY Shop1 Admin,ADMIN
dhy_s1_supervisor,dhy_s1_supervisor@bikrikendra.com,9000000202,Admin@123,DHY Shop1 Shop Supervisor,SHOP_SUPERVISOR
dhy_s1_bo,dhy_s1_bo@bikrikendra.com,9000000203,Admin@123,DHY Shop1 Billing Operator,BILLING_OPERATOR
dhy_s1_cashier1,dhy_s1_cashier1@bikrikendra.com,9000000204,Admin@123,DHY Shop1 Cashier,CASHIER
dhy_s1_cashier2,dhy_s1_cashier2@bikrikendra.com,9000000205,Admin@123,DHY Shop1 Cashier,CASHIER
dhy_s2_admin,dhy_s2_admin@bikrikendra.com,9000000206,Admin@123,DHY Shop2 Admin,ADMIN
dhy_s2_supervisor,dhy_s2_supervisor@bikrikendra.com,9000000207,Admin@123,DHY Shop2 Shop Supervisor,SHOP_SUPERVISOR
dhy_s2_bo,dhy_s2_bo@bikrikendra.com,9000000208,Admin@123,DHY Shop2 Billing Operator,BILLING_OPERATOR
dhy_s2_cashier1,dhy_s2_cashier1@bikrikendra.com,9000000209,Admin@123,DHY Shop2 Cashier,CASHIER
dhy_s2_cashier2,dhy_s2_cashier2@bikrikendra.com,9000000210,Admin@123,DHY Shop2 Cashier,CASHIER
art_s1_admin,art_s1_admin@bikrikendra.com,9000000211,Admin@123,ART Shop1 Admin,ADMIN
art_s1_supervisor,art_s1_supervisor@bikrikendra.com,9000000212,Admin@123,ART Shop1 Shop Supervisor,SHOP_SUPERVISOR
art_s1_bo,art_s1_bo@bikrikendra.com,9000000213,Admin@123,ART Shop1 Billing Operator,BILLING_OPERATOR
art_s1_cashier1,art_s1_cashier1@bikrikendra.com,9000000214,Admin@123,ART Shop1 Cashier,CASHIER
art_s1_cashier2,art_s1_cashier2@bikrikendra.com,9000000215,Admin@123,ART Shop1 Cashier,CASHIER
